# JPEG (using image magick)


# Berlin.ppm
"Berlin"
 88:   2.5831 bpp     35.1264 dB   ( R:  35.5359 dB   G:  36.8886 dB   B:  33.5927 dB )
 89:   2.6786 bpp     35.4537 dB   ( R:  35.8833 dB   G:  37.3345 dB   B:  33.8530 dB )
 90:   3.3764 bpp     37.1837 dB   ( R:  37.3513 dB   G:  38.1965 dB   B:  36.2291 dB )
 91:   3.5639 bpp     37.6957 dB   ( R:  37.8731 dB   G:  38.7841 dB   B:  36.6861 dB )
 92:   3.7496 bpp     38.3084 dB   ( R:  38.4999 dB   G:  39.5178 dB   B:  37.2153 dB )
 93:   4.0361 bpp     39.0044 dB   ( R:  39.1941 dB   G:  40.3189 dB   B:  37.8521 dB )
 94:   4.3976 bpp     39.8459 dB   ( R:  40.0404 dB   G:  41.3145 dB   B:  38.6051 dB )
 95:   4.8027 bpp     40.7834 dB   ( R:  40.9732 dB   G:  42.4156 dB   B:  39.4607 dB )
 96:   5.4205 bpp     42.0504 dB   ( R:  42.2198 dB   G:  43.8755 dB   B:  40.6473 dB )
 97:   6.0945 bpp     43.5198 dB   ( R:  43.6462 dB   G:  45.5568 dB   B:  42.0491 dB )
 98:   6.9822 bpp     45.4704 dB   ( R:  45.5311 dB   G:  47.7311 dB   B:  43.9484 dB )
 99:   8.8375 bpp     48.1791 dB   ( R:  48.1279 dB   G:  50.5693 dB   B:  46.6825 dB )
100:  10.7548 bpp     50.6517 dB   ( R:  50.5547 dB   G:  52.9125 dB   B:  49.2428 dB )


# Puffin.ppm
"Puffin"
  1:   0.0657 bpp     23.0519 dB   ( R:  22.1056 dB   G:  24.5517 dB   B:  22.8460 dB )
  2:   0.0658 bpp     23.0543 dB   ( R:  22.1070 dB   G:  24.5562 dB   B:  22.8482 dB )
  3:   0.0704 bpp     23.2061 dB   ( R:  22.2375 dB   G:  24.7917 dB   B:  22.9694 dB )
  4:   0.0800 bpp     24.7912 dB   ( R:  24.4414 dB   G:  25.7801 dB   B:  24.3000 dB )
  5:   0.0913 bpp     25.8384 dB   ( R:  25.8295 dB   G:  26.8186 dB   B:  25.0467 dB )
  6:   0.1033 bpp     25.9030 dB   ( R:  26.0937 dB   G:  27.4506 dB   B:  24.6230 dB )
  7:   0.1165 bpp     26.2871 dB   ( R:  25.6656 dB   G:  27.6601 dB   B:  25.8058 dB )
  8:   0.1290 bpp     27.4201 dB   ( R:  26.8676 dB   G:  28.3766 dB   B:  27.1588 dB )
  9:   0.1420 bpp     27.8674 dB   ( R:  27.5980 dB   G:  28.6972 dB   B:  27.4144 dB )
 10:   0.1546 bpp     27.9133 dB   ( R:  28.0471 dB   G:  29.0303 dB   B:  26.9195 dB )
 11:   0.1671 bpp     28.1486 dB   ( R:  28.0522 dB   G:  29.0277 dB   B:  27.5009 dB )
 12:   0.1792 bpp     28.4057 dB   ( R:  28.0130 dB   G:  29.3927 dB   B:  27.9577 dB )
 13:   0.1922 bpp     28.9250 dB   ( R:  28.6626 dB   G:  29.6982 dB   B:  28.5079 dB )
 14:   0.2029 bpp     29.0986 dB   ( R:  28.9602 dB   G:  29.8984 dB   B:  28.5454 dB )
 15:   0.2154 bpp     29.0957 dB   ( R:  28.9510 dB   G:  30.0528 dB   B:  28.4366 dB )
 16:   0.2264 bpp     29.4000 dB   ( R:  29.1607 dB   G:  30.1319 dB   B:  28.9923 dB )
 17:   0.2368 bpp     29.5894 dB   ( R:  29.3412 dB   G:  30.3591 dB   B:  29.1614 dB )
 18:   0.2469 bpp     29.7326 dB   ( R:  29.4758 dB   G:  30.4947 dB   B:  29.3187 dB )
